id,cleaned_text,sentiment,category
760,im horrorstruck about my condition,negative,Fear of Future
695,the path to recovery feels receptive untroubled and mild,positive,Additional Positive Terms
1748,my symptoms are renewing,positive,Additional Positive Terms
502,the doctors explanation was rushed and unhelpful,negative,Additional Positive Terms
1336,the path to recovery feels adverse,negative,Treatment Concerns
117,the nurses were caring and attentive during my stay,positive,Depression and Hopelessness
1914,my mood has been retrograde lightheaded and unwell since starting the new regimen,negative,Physical Symptoms
1547,the doctor said my condition is anxious and failing,negative,Fear of Future
771,the treatment results are yet to be seen,neutral,Hope for Future
451,im feeling undecided lost and adverse about continuing this course of treatment,negative,Additional Negative Terms
511,the waiting time was too long and frustrating,negative,Financial Concerns
1115,i felt dispirited scared and afraid during my last consultation,negative,Depression and Hopelessness
1379,im finding the new medication fulfilled,positive,Additional Positive Terms
327,although the treatment is complete i still feel complete,positive,Additional Positive Terms
684,the hospital environment was clean and organized,neutral,Additional Negative Terms
331,the nurses were caring and attentive during my stay,positive,Additional Positive Terms
572,i feel destitute about the information i received,negative,Financial Concerns
547,the hospital staff seemed inattentive to my concerns,negative,Treatment Concerns
69,my experience at the hospital has been excellent,positive,Frustration
1798,im hopeful the pain will become independent and advocated soon,positive,Social Support
827,the consultation was neither too long nor too short,neutral,Social Support
484,i found the doctors explanation very mischaracterized,negative,Communication Issues
1068,the latest tests show my condition is dedicated and connected,positive,Hope for Future
190,the treatment plan was effective and reassuring,positive,Hope for Future
100,i trust the healthcare team with my recovery,positive,Communication
664,the hospital staff seemed inattentive to my concerns,negative,Treatment Response
168,the nurses were caring and attentive during my stay,positive,Emotional Wellbeing
132,i felt comfortable and respected during my consultation,positive,Fear of Future
50,im trying to stay hindered and unacceptable despite the challenges,negative,Limitations
648,the treatment plan felt confusing and unclear,negative,Additional Positive Terms
829,i am waiting for further diagnosis before forming an opinion,neutral,Additional Negative Terms
669,overall my health is feeling savage stiff and adverse,negative,Additional Negative Terms
354,the hospital staff seemed inattentive to my concerns,negative,Hope for Future
752,the treatment results are yet to be seen,neutral,Financial Concerns
519,im noticing reserved changes in my daily life,negative,Additional Negative Terms
1028,i feel positive when discussing my health with the doctor,positive,Additional Positive Terms
1346,i feel mindful when discussing my health with the doctor,positive,Cooperation
575,the treatment plan felt confusing and unclear,negative,Frustration
472,the waiting time was too long and frustrating,negative,Communication
1113,im heartening with how the treatment is going,positive,Additional Positive Terms
525,my symptoms have not improved despite the treatment,negative,Frustration
28,the treatment plan was effective and reassuring,positive,Hope for Future
35,my experience at the hospital has been excellent,positive,Treatment Response
612,i did not feel heard during my consultation,negative,Communication
19,the dosage adjustment has been obliged,positive,Additional Positive Terms
939,the path to recovery feels failing hostile and decreasing,negative,Additional Negative Terms
822,the treatment results are yet to be seen,neutral,Treatment Concerns
326,i feel confident about my recovery after the treatment,positive,Treatment Concerns
515,i was hoping to feel aggravated but instead i feel powerless,negative,Depression and Hopelessness
672,the service was average not particularly good or bad,neutral,Additional Positive Terms
33,im hopeful the pain will become snug soon,positive,Comfort
1038,i have undervalued and stubborn in my healthcare team,negative,Additional Negative Terms
414,i feel hopeless about my condition,negative,Social Support
196,i feel fortified and kind today,positive,Social Support
285,the nurses were caring and attentive during my stay,positive,Additional Negative Terms
66,im noticing empowered changes in my daily life,positive,Social Support
691,the treatment results are yet to be seen,neutral,Hope for Future
230,i feel confident about my recovery after the treatment,positive,Social Support
993,the appointment went as expected,neutral,Treatment Concerns
971,the consultation was neither too long nor too short,neutral,Additional Negative Terms
798,i am waiting for further diagnosis before forming an opinion,neutral,Hope for Future
792,i am waiting for further diagnosis before forming an opinion,neutral,Pain and Discomfort
346,i did not feel heard during my consultation,negative,Treatment Concerns
1539,i was hoping to feel illiterate but instead i feel illiterate,negative,Additional Negative Terms
411,i am not seeing uncertain signs of progress,negative,Confusion
622,the side effects are not thoughtless,negative,Additional Negative Terms
393,the medication caused side effects and discomfort,negative,Trust in Healthcare
271,i am hopeful about my future health progress,positive,Physical Improvement
842,today i feel ramification,negative,Side Effects
580,the communication with the clinic has been approving and participative,positive,Gratitude Toward Healthcare
158,i trust the healthcare team with my recovery,positive,Additional Negative Terms
609,the waiting time was too long and frustrating,negative,Additional Negative Terms
72,the medication has improved my symptoms significantly,positive,Trust in Healthcare
646,i feel hopeless about my condition,negative,Treatment Response
426,the treatment plan is not shut and apprehensive,negative,Additional Negative Terms
143,i feel optimistic about the results of the therapy,positive,Social Support
798,i am waiting for further diagnosis before forming an opinion,neutral,Hope for Future
475,the treatment plan felt confusing and unclear,negative,Treatment Concerns
400,the hospital staff seemed inattentive to my concerns,negative,Fear of Future
633,i feel hopeless about my condition,negative,Frustration
387,the waiting time was too long and frustrating,negative,Emotional Wellbeing
530,im noticing responsive changes in my daily life,positive,Additional Positive Terms
344,i am dissatisfied with the overall communication,negative,Social Support
271,ive been dealing with a pointless feeling in my joints,negative,Treatment Concerns
1799,the dosage adjustment has been soothing and following,positive,Additional Positive Terms
174,the doctor was very supportive and explained everything clearly,positive,Frustration
199,the treatment plan is not nourishing rejuvenating and safeguarded,positive,Additional Positive Terms
1319,this whole situation has made me feel undecided and skeptical,negative,Additional Negative Terms
845,im painful and dejected with how the treatment is going,negative,Additional Negative Terms
551,i feel hopeless about my condition,negative,Physical Improvement
758,i am not recovered vigorous and coherent with the treatment,positive,Physical Improvement
610,i did not feel heard during my consultation,negative,Treatment Concerns
896,the hospital environment was clean and organized,neutral,Pain and Discomfort
1390,the medication is not making me feel cooperative and flexible,positive,Additional Positive Terms
392,the hospital staff seemed inattentive to my concerns,negative,Communication
636,the hospital staff seemed inattentive to my concerns,negative,Trust in Healthcare
261,ive been experiencing lighthearted in my recovery,positive,Comfort
118,i trust the healthcare team with my recovery,positive,Additional Negative Terms
1121,im hopeful the pain will become comforting and attentive soon,positive,Additional Positive Terms
124,the medication is making me feel grateful peaceful and encouraging,positive,Comfort
340,i did not feel heard during my consultation,negative,Frustration
974,my recovery has not been adept erudite and optimistic,positive,Treatment Response
583,each day im feeling a little more mistrustful destitute and uncontactable,negative,Additional Negative Terms
1234,i am not skilled with the treatment,positive,Independence
601,my symptoms have not improved despite the treatment,negative,Physical Improvement
492,the treatment plan felt confusing and unclear,negative,Hope for Future
392,the hospital staff seemed inattentive to my concerns,negative,Communication
36,i felt comfortable and respected during my consultation,positive,Trust in Healthcare
484,my symptoms have not improved despite the treatment,negative,Social Support
1606,overall my health is feeling functional and peaceful,positive,Physical Improvement
81,i am hopeful about my future health progress,positive,Additional Positive Terms
1199,overall my health is feeling ineffective distressed and annoyed,negative,Depression and Hopelessness
422,the dosage adjustment has been indifferent and exorbitant,negative,Additional Negative Terms
1996,my mood has been impolite undecided and adversative since starting the new regimen,negative,Additional Negative Terms
1575,my recovery has been despairing withdrawn and deteriorative so far,negative,Additional Negative Terms
1329,i feel illiterate ill and escalated when discussing my health with the doctor,negative,Additional Negative Terms
342,the dosage adjustment has been balanced malleable and complimenting,positive,Additional Positive Terms
144,i trust the healthcare team with my recovery,positive,Financial Concerns
599,since the treatment ive been unsure and sparse,negative,Additional Negative Terms
618,i feel thoughtful and comforting regarding my care,positive,Additional Positive Terms
965,the medication is not making me feel afraid and inattentive,negative,Fear of Future
945,the latest tests show my condition is spirited,positive,Physical Improvement
355,im seeing endurable signs of progress,positive,Treatment Response
661,my symptoms are becoming more dynamic and controlled,positive,Additional Positive Terms
1865,im looking forward to a scarce future,negative,Additional Negative Terms
734,the consultation was neither too long nor too short,neutral,Frustration
624,the doctors explanation was rushed and unhelpful,negative,Treatment Response
956,the overall experience was acceptable but not exceptional,neutral,Hope for Future
386,i am dissatisfied with the overall communication,negative,Hope for Future
1133,the pain is not reassuring available and spirited,positive,Treatment Response
759,the consultation was neither too long nor too short,neutral,Trust in Healthcare
944,the treatment plan seems to be able,positive,Physical Improvement
832,the results are pending so i cannot comment fully,neutral,Fear of Future
963,the consultation was neither too long nor too short,neutral,Communication
247,the doctor was very supportive and explained everything clearly,positive,Financial Concerns
302,the treatment plan was effective and reassuring,positive,Hope for Future
601,my symptoms have not improved despite the treatment,negative,Physical Improvement
21,i trust the healthcare team with my recovery,positive,Pain and Discomfort
885,the treatment results are yet to be seen,neutral,Pain and Discomfort
1533,the pain is not faint illogical and enraged,negative,Additional Negative Terms
511,the waiting time was too long and frustrating,negative,Financial Concerns
190,the treatment plan was effective and reassuring,positive,Hope for Future
1362,im finding the new medication gloomy and undervalued,negative,Additional Negative Terms
863,the treatment results are yet to be seen,neutral,Treatment Response
641,the doctors explanation was rushed and unhelpful,negative,Physical Improvement
70,ive been experiencing light affiliated and advancing in my recovery,positive,Additional Positive Terms
385,the medication caused side effects and discomfort,negative,Fear of Future
699,the process was standard and nothing unusual,neutral,Hope for Future
1101,ive been experiencing agile and hospitable in my recovery,positive,Additional Positive Terms
1700,i do not have hesitant unsupportable and deepened in my healthcare team,negative,Additional Negative Terms
455,the doctors explanation was rushed and unhelpful,negative,Physical Improvement
1108,the dosage adjustment has been deficient decreasing and inadequate,negative,Additional Negative Terms
1456,im experiencing collaborative and rejuvenating levels of discomfort,positive,Additional Positive Terms
1554,today i feel disabled and anxious,negative,Limitations
477,i feel hopeless about my condition,negative,Trust in Healthcare
506,the cost of treatment has been overwhelming,negative,Trust in Healthcare
86,the doctor was very supportive and explained everything clearly,positive,Hope for Future
183,i do not feel invigorating content and undoubted,positive,Additional Positive Terms
506,the cost of treatment has been overwhelming,negative,Trust in Healthcare
1941,i have regenerative and still in my healthcare team,positive,Comfort
58,i trust the healthcare team with my recovery,positive,Treatment Concerns
24,i do not have usual and strengthened in my healthcare team,positive,Social Support
325,i am not seeing unsubstantial and fragile signs of progress,negative,Additional Negative Terms
781,ive been experiencing proficient and accustomed due to side effects,positive,Additional Positive Terms
647,i did not feel heard during my consultation,negative,Social Support
1538,this whole situation has made me feel able,positive,Physical Improvement
566,the medication caused side effects and discomfort,negative,Depression and Hopelessness
357,my symptoms have not improved despite the treatment,negative,Frustration
952,the results are pending so i cannot comment fully,neutral,Additional Negative Terms
1790,im seeing complications and abominable signs of progress,negative,Side Effects
611,i did not feel heard during my consultation,negative,Additional Positive Terms
728,although the treatment is painful i still feel reluctant,negative,Pain and Discomfort
1872,my general disposition has been spry,positive,Independence
946,i received the prescribed medication as planned,neutral,Frustration
1757,im alleviated and stable with how the treatment is going,positive,Relief and Recovery
462,the waiting time was too long and frustrating,negative,Depression and Hopelessness
682,i am waiting for further diagnosis before forming an opinion,neutral,Additional Negative Terms
188,the nurses were caring and attentive during my stay,positive,Emotional Wellbeing
231,i feel optimistic about the results of the therapy,positive,Treatment Response
876,the hospital environment was clean and organized,neutral,Additional Positive Terms
883,the treatment results are yet to be seen,neutral,Financial Concerns
14,i trust the healthcare team with my recovery,positive,Depression and Hopelessness
59,im experiencing outcome levels of discomfort,negative,Side Effects
1772,i am not burning and prohibited with the treatment,negative,Additional Negative Terms
398,the medication caused side effects and discomfort,negative,Financial Concerns
129,my experience at the hospital has been excellent,positive,Depression and Hopelessness
973,the service was average not particularly good or bad,neutral,Additional Positive Terms
735,i am waiting for further diagnosis before forming an opinion,neutral,Frustration
65,i felt comfortable and respected during my consultation,positive,Fear of Future
509,my symptoms have not improved despite the treatment,negative,Additional Negative Terms
251,ive been feeling unfavorable injudicious and resistant about my energy levels,negative,Additional Negative Terms
1944,the latest tests show my condition is highpriced and gloomy,negative,Additional Negative Terms
512,my symptoms have not improved despite the treatment,negative,Financial Concerns
149,my day has been irregular and unsubstantial,negative,Additional Negative Terms
909,the results are pending so i cannot comment fully,neutral,Hope for Future
805,the hospital environment was clean and organized,neutral,Trust in Healthcare
710,the hospital environment was clean and organized,neutral,Fear of Future
27,the nurses were caring and attentive during my stay,positive,Physical Improvement
598,the doctor said my condition is diligent,positive,Cooperation
365,the waiting time was too long and frustrating,negative,Communication
64,i felt expert and informed during my last consultation,positive,Trust in Healthcare
703,the appointment went as expected,neutral,Treatment Response
894,im noticing accommodating strengthened and significant changes in my daily life,positive,Additional Positive Terms
826,the results are pending so i cannot comment fully,neutral,Additional Positive Terms
436,im hopeful the pain will become enigmatic soon,negative,Communication Issues
202,i feel optimistic about the results of the therapy,positive,Treatment Response
470,the treatment plan felt confusing and unclear,negative,Additional Negative Terms
340,i did not feel heard during my consultation,negative,Frustration
1841,the side effects are commending,positive,Gratitude Toward Healthcare
527,im looking forward to a brutal vicious and appalled future,negative,Additional Negative Terms
815,i received the prescribed medication as planned,neutral,Additional Negative Terms
1229,today i feel rational and traditional,positive,Additional Positive Terms
746,ive been dealing with a hardy and advantageous feeling in my joints,positive,Additional Positive Terms
1680,ive been experiencing pointless in my recovery,negative,Treatment Concerns
663,the waiting time was too long and frustrating,negative,Emotional Wellbeing
883,the treatment results are yet to be seen,neutral,Financial Concerns
628,i feel hopeless about my condition,negative,Social Support
231,i feel optimistic about the results of the therapy,positive,Treatment Response
1482,im diligent about my condition,positive,Cooperation
113,the treatment plan was effective and reassuring,positive,Pain and Discomfort
304,i have calm and trust in my healthcare team,positive,Trust in Healthcare
749,the hospital environment was clean and organized,neutral,Additional Positive Terms
1162,the treatment plan seems to be declining,negative,Worsening Condition
802,the consultation was neither too long nor too short,neutral,Depression and Hopelessness
456,the cost of treatment has been overwhelming,negative,Financial Concerns
1642,i feel confident relaxed and equipped about the information i received,positive,Trust in Healthcare
1946,i was hoping to feel worried but instead i feel unreasonable,negative,Additional Negative Terms
772,the appointment went as expected,neutral,Additional Positive Terms
314,the nurses were caring and attentive during my stay,positive,Treatment Concerns
1825,i feel disoriented today,negative,Confusion
1678,the path to recovery feels discerned and bouncy,positive,Clarity
277,the medication has improved my symptoms significantly,positive,Communication
12,the treatment plan was effective and reassuring,positive,Frustration
1034,im hopeful the pain will become encouraging soon,positive,Treatment Response
273,my recovery has not been hesitant and uncertain,negative,Additional Negative Terms
103,i feel confident about my recovery after the treatment,positive,Physical Improvement
1564,the medication is making me feel unwell,negative,Physical Symptoms
430,i am not reassuring and fathomed with the treatment,positive,Clarity
545,my day has been paralyzed sideeffect and insolvent,negative,Side Effects
434,the latest tests show my condition is downcast,negative,Additional Negative Terms
943,i am waiting for further diagnosis before forming an opinion,neutral,Frustration
74,im finding the new medication scanty uncertain and appalling,negative,Additional Negative Terms
906,the overall experience was acceptable but not exceptional,neutral,Depression and Hopelessness
1358,the treatment plan is not nuanced and protected,positive,Social Support
890,im trying to stay harmonious despite the challenges,positive,Additional Positive Terms
279,i feel confident about my recovery after the treatment,positive,Treatment Concerns
1967,i feel favorable and grateful regarding my care,positive,Additional Positive Terms
882,i hardly feel retrograde hostile and sparse anymore,negative,Additional Negative Terms
567,the pain is trusting,positive,Trust in Healthcare
927,the treatment plan is not lacking and delicate,negative,Additional Negative Terms
914,the service was average not particularly good or bad,neutral,Additional Positive Terms
941,my general disposition has been adequate integrated and genial,positive,Additional Positive Terms
459,im seeing remote signs of progress,negative,Additional Negative Terms
1426,there is no restoring and linked in my condition,positive,Additional Positive Terms
996,i received the prescribed medication as planned,neutral,Pain and Discomfort
258,i feel optimistic about the results of the therapy,positive,Treatment Response
1920,i have extreme and dizzy in my healthcare team,negative,Additional Negative Terms
163,the treatment plan was effective and reassuring,positive,Fear of Future
841,i received the prescribed medication as planned,neutral,Hope for Future
29,the medication has improved my symptoms significantly,positive,Depression and Hopelessness
1611,the treatment plan is not harmful agony and inconsiderate,negative,Additional Negative Terms
796,the process was standard and nothing unusual,neutral,Frustration
675,the overall experience was acceptable but not exceptional,neutral,Depression and Hopelessness
1648,i found the doctors explanation very compliant and placid,positive,Comfort
37,i feel optimistic about the results of the therapy,positive,Physical Improvement
651,im nervous and unschooled with how the treatment is going,negative,Additional Negative Terms
863,the side effects are not worried and dejected,negative,Depression and Hopelessness
1695,i do not have distrustful unsuccessful and depleting in my healthcare team,negative,Additional Negative Terms
753,i feel notable and fervent regarding my care,positive,Hope for Future
576,the explanation was not hindered equivocal and exasperated,negative,Limitations
1365,my symptoms are bitter,negative,Frustration
122,i am hopeful about my future health progress,positive,Trust in Healthcare
798,i am waiting for further diagnosis before forming an opinion,neutral,Hope for Future
577,the hospital staff seemed inattentive to my concerns,negative,Treatment Response
819,the overall experience was acceptable but not exceptional,neutral,Trust in Healthcare
126,my experience at the hospital has been excellent,positive,Financial Concerns
587,i did not feel heard during my consultation,negative,Social Support
929,the consultation was neither too long nor too short,neutral,Frustration
764,the results are pending so i cannot comment fully,neutral,Treatment Concerns
1829,i am not thankful and renewing with the treatment,positive,Additional Positive Terms
1676,my recovery has been valued and confident so far,positive,Treatment Response
547,the hospital staff seemed inattentive to my concerns,negative,Treatment Concerns
1054,the side effects are not resilient,positive,Physical Improvement
1884,the improvements are rarely discomfort,negative,Pain and Discomfort
1768,each day im feeling a little more secure and caring,positive,Trust in Healthcare
122,i am hopeful about my future health progress,positive,Trust in Healthcare
872,the process was standard and nothing unusual,neutral,Hope for Future
626,the waiting time was too long and frustrating,negative,Social Support
159,my symptoms are not mindful,positive,Additional Positive Terms
804,the process was standard and nothing unusual,neutral,Treatment Concerns
602,i feel hopeless about my condition,negative,Treatment Concerns
321,i feel confident about my recovery after the treatment,positive,Hope for Future
174,the treatment plan seems to be confusing,negative,Communication Issues
690,i received the prescribed medication as planned,neutral,Additional Negative Terms
454,there is no productive and informative in my condition,positive,Communication
481,i was hoping to feel conscientious but instead i feel peaceful,positive,Emotional Wellbeing
655,i feel soreness today,negative,Pain and Discomfort
573,since the treatment ive been enlightened healing and obliged,positive,Trust in Healthcare
453,my symptoms have not improved despite the treatment,negative,Additional Positive Terms
23,my experience at the hospital has been excellent,positive,Pain and Discomfort
778,my day has been discouraged and pain,negative,Depression and Hopelessness
990,the hospital environment was clean and organized,neutral,Depression and Hopelessness
732,the overall experience was acceptable but not exceptional,neutral,Communication
699,the process was standard and nothing unusual,neutral,Hope for Future
903,the consultation was neither too long nor too short,neutral,Social Support
1610,i hardly feel opaque anymore,negative,Communication Issues
740,i am waiting for further diagnosis before forming an opinion,neutral,Frustration
734,im concerned about the weakening and discomfort impact of the therapy,negative,Additional Negative Terms
811,im concerned about the mindful and flexible impact of the therapy,positive,Additional Positive Terms
870,overall my health is feeling salubrious and gentle,positive,Additional Positive Terms
1566,the side effects are apathetic and cold,negative,Additional Negative Terms
632,i am not detrimental impatient and useless with the treatment,negative,Additional Negative Terms
480,im concerned about the mobile and thankful impact of the therapy,positive,Physical Improvement
1088,i am not gloomy metastasized and sensitive with the treatment,negative,Additional Negative Terms
141,the path to recovery feels anticipating progress and selfsufficient,positive,Hope for Future
889,the improvements are rarely dubious,negative,Mistrust
653,the treatment plan felt confusing and unclear,negative,Communication
428,the hospital staff seemed inattentive to my concerns,negative,Depression and Hopelessness
1839,the improvements are rarely depressed indignant and urgent,negative,Depression and Hopelessness
144,i trust the healthcare team with my recovery,positive,Financial Concerns
60,overall my health is feeling versatile,positive,Additional Positive Terms
837,i am waiting for further diagnosis before forming an opinion,neutral,Social Support
1924,ive been experiencing brittle dubious and ill due to side effects,negative,Additional Negative Terms
131,i feel confident about my recovery after the treatment,positive,Trust in Healthcare
857,the consultation was neither too long nor too short,neutral,Pain and Discomfort
307,ive been dealing with a plentiful feeling in my joints,positive,Additional Positive Terms
233,i trust the healthcare team with my recovery,positive,Trust in Healthcare
1702,im hopeful the pain will become familiar and fulfilling soon,positive,Additional Positive Terms
223,the treatment plan was effective and reassuring,positive,Additional Negative Terms
1815,im worthless and peculiar with how the treatment is going,negative,Depression and Hopelessness
626,the waiting time was too long and frustrating,negative,Social Support
313,the doctor said my condition is developed loath and wanting,negative,Worsening Condition
338,my symptoms have not improved despite the treatment,negative,Treatment Response
673,i received the prescribed medication as planned,neutral,Social Support
100,my health is not restless,negative,Emotional Distress
895,the service was average not particularly good or bad,neutral,Trust in Healthcare
733,i received the prescribed medication as planned,neutral,Trust in Healthcare
865,the medication is not making me feel severe,negative,Additional Negative Terms
37,i feel optimistic about the results of the therapy,positive,Physical Improvement
446,i feel optimistic articulate and nuanced about the information i received,positive,Treatment Response
1433,ive been experiencing alarmed unlearned and flimsy in my recovery,negative,Additional Negative Terms
1285,i feel worse subsiding and worse regarding my care,negative,Worsening Condition
750,the treatment results are yet to be seen,neutral,Hope for Future
961,the results are pending so i cannot comment fully,neutral,Hope for Future
1698,my recovery has been accommodating so far,positive,Additional Positive Terms
561,the cost of treatment has been overwhelming,negative,Additional Negative Terms
556,the waiting time was too long and frustrating,negative,Depression and Hopelessness
2,i trust the healthcare team with my recovery,positive,Frustration
376,i feel concerned when discussing my health with the doctor,negative,Emotional Distress
1473,im noticing durable changes in my daily life,positive,Physical Improvement
182,the treatment plan was effective and reassuring,positive,Additional Positive Terms
483,i am not seeing doubtful and apathetic signs of progress,negative,Additional Negative Terms
143,i felt confident and calm during my last consultation,positive,Additional Positive Terms
1885,the pain is not furthering detailed and confident,positive,Trust in Healthcare
555,the communication with the clinic has been positive and robust,positive,Treatment Response
195,my general disposition has been afraid and abnormal,negative,Fear of Future
13,im experiencing whole accomplishing and moderated levels of discomfort,positive,Additional Positive Terms
570,i did not feel heard during my consultation,negative,Communication
148,the medication has improved my symptoms significantly,positive,Hope for Future
1226,i found the doctors explanation very vibrant and ample,positive,Additional Positive Terms
192,i trust the healthcare team with my recovery,positive,Physical Improvement
417,im seeing disregarded and expensive signs of progress,negative,Additional Negative Terms
556,i feel controlled about the information i received,positive,Additional Positive Terms
1816,my health is not impeded and melancholy,negative,Depression and Hopelessness
953,i received the prescribed medication as planned,neutral,Communication
726,the appointment went as expected,neutral,Hope for Future
421,my symptoms are becoming more cordial,positive,Additional Positive Terms
694,my mood has been definite cared and equilibrated since starting the new regimen,positive,Additional Positive Terms
1424,my symptoms are becoming more mobile conscientious and manageable,positive,Relief and Recovery
1765,my recovery has not been outcomes,negative,Side Effects
58,i trust the healthcare team with my recovery,positive,Treatment Concerns
161,i feel confident about my recovery after the treatment,positive,Physical Improvement
972,the treatment results are yet to be seen,neutral,Communication
1503,each day im feeling a little more disappointed unfavorable and aching,negative,Additional Negative Terms
908,the path to recovery feels united,positive,Additional Positive Terms
867,i received the prescribed medication as planned,neutral,Physical Improvement
869,the treatment results are yet to be seen,neutral,Treatment Concerns
218,the treatment plan was effective and reassuring,positive,Treatment Response
473,i did not feel heard during my consultation,negative,Communication
418,i did not feel heard during my consultation,negative,Depression and Hopelessness
1008,the improvements are rarely conscientious competent and mitigating,positive,Additional Positive Terms
324,im experiencing uplifted levels of discomfort,positive,Emotional Wellbeing
1674,the side effects are not subduing,negative,Additional Negative Terms
932,im trying to stay progressing despite the challenges,positive,Relief and Recovery
1392,ive been dealing with a thankful nurturing and mild feeling in my joints,positive,Gratitude Toward Healthcare
1011,the pain is inhumane and amplified,negative,Additional Negative Terms
305,the doctor was very supportive and explained everything clearly,positive,Depression and Hopelessness
1767,the medication is not making me feel rational,positive,Additional Positive Terms
988,ive been dealing with a enabled and resuscitating feeling in my joints,positive,Social Support
271,i am hopeful about my future health progress,positive,Physical Improvement
1056,the communication with the clinic has been judicious and courageous,positive,Additional Positive Terms
838,the treatment results are yet to be seen,neutral,Treatment Concerns
212,im looking forward to a moderated and polite future,positive,Additional Positive Terms
1325,i was hoping to feel appreciative but instead i feel succeeding,positive,Gratitude Toward Healthcare
660,i did not feel heard during my consultation,negative,Social Support
12,the treatment plan was effective and reassuring,positive,Frustration
1609,i feel hesitant and appalled regarding my care,negative,Fear of Future
1413,i am not seeing aftereffect and opaque signs of progress,negative,Side Effects
1804,my health is not logical and enabled,positive,Social Support
1817,the communication with the clinic has been hindered and illmannered,negative,Limitations
173,the nurses were caring and attentive during my stay,positive,Trust in Healthcare
915,each day im feeling a little more remote and critical,negative,Additional Negative Terms
194,the medication has improved my symptoms significantly,positive,Hope for Future
617,the hospital staff seemed inattentive to my concerns,negative,Communication
607,the waiting time was too long and frustrating,negative,Communication
481,the medication caused side effects and discomfort,negative,Pain and Discomfort
472,the waiting time was too long and frustrating,negative,Communication
92,the treatment plan was effective and reassuring,positive,Trust in Healthcare
1994,ive been feeling unavailable displeased and terrified about my energy levels,negative,Additional Negative Terms
776,the treatment results are yet to be seen,neutral,Physical Improvement
852,i received the prescribed medication as planned,neutral,Fear of Future
462,the waiting time was too long and frustrating,negative,Depression and Hopelessness
586,my recovery has not been terrified,negative,Emotional Distress
701,im noticing commending and extraordinary changes in my daily life,positive,Gratitude Toward Healthcare
1337,i was hoping to feel scared but instead i feel dire,negative,Fear of Future
1461,i am not flourishing collaborative and significant with the treatment,positive,Additional Positive Terms
106,i am hopeful about my future health progress,positive,Additional Negative Terms
21,i trust the healthcare team with my recovery,positive,Pain and Discomfort
1720,the medication is making me feel stubborn,negative,Treatment Concerns
787,i am waiting for further diagnosis before forming an opinion,neutral,Treatment Response
382,im hopeful the pain will become sophisticated and strong soon,positive,Additional Positive Terms
579,the side effects are informative determined and empathetic,positive,Communication
613,the cost of treatment has been overwhelming,negative,Trust in Healthcare
748,i received the prescribed medication as planned,neutral,Additional Negative Terms
1652,my health is not tiring unattainable and outlandish,negative,Additional Negative Terms
612,i did not feel heard during my consultation,negative,Communication
356,the side effects are sensible,positive,Additional Positive Terms
364,im soothing and informed with how the treatment is going,positive,Trust in Healthcare
929,the consultation was neither too long nor too short,neutral,Frustration
627,the doctor said my condition is encouraged and assured,positive,Social Support
501,my symptoms have not improved despite the treatment,negative,Treatment Concerns
892,i received the prescribed medication as planned,neutral,Treatment Concerns
149,the medication has improved my symptoms significantly,positive,Treatment Response
829,i am waiting for further diagnosis before forming an opinion,neutral,Additional Negative Terms
223,the treatment plan was effective and reassuring,positive,Additional Negative Terms
96,the medication has improved my symptoms significantly,positive,Hope for Future
319,i feel received tender and anticipating regarding my care,positive,Clarity
558,i am not seeing unresponsive pointless and misconceived signs of progress,negative,Treatment Concerns
605,the waiting time was too long and frustrating,negative,Communication
957,the service was average not particularly good or bad,neutral,Fear of Future
1932,the medication is making me feel endurable appreciative and vital,positive,Treatment Response
133,i feel confident about my recovery after the treatment,positive,Trust in Healthcare
1517,the medication is making me feel facilitated and convinced,positive,Treatment Response
634,i am dissatisfied with the overall communication,negative,Pain and Discomfort
296,the doctor was very supportive and explained everything clearly,positive,Social Support
801,the results are pending so i cannot comment fully,neutral,Communication
1095,the medication is not making me feel happy and recognized,positive,Clarity
41,i felt comfortable and respected during my consultation,positive,Pain and Discomfort
951,the process was standard and nothing unusual,neutral,Pain and Discomfort
1589,im trying to stay impaired uneasy and restless despite the challenges,negative,Emotional Distress
388,i did not feel heard during my consultation,negative,Fear of Future
795,the overall experience was acceptable but not exceptional,neutral,Depression and Hopelessness
1035,the dosage adjustment has been intolerable,negative,Additional Negative Terms
1209,im finding the new medication averse,negative,Mistrust
192,i trust the healthcare team with my recovery,positive,Physical Improvement
566,the medication caused side effects and discomfort,negative,Depression and Hopelessness
433,i have atease in my healthcare team,positive,Comfort
1925,the latest tests show my condition is fathomed and dedicated,positive,Clarity
215,the doctor was very supportive and explained everything clearly,positive,Depression and Hopelessness
254,i felt comfortable and respected during my consultation,positive,Hope for Future
2,i trust the healthcare team with my recovery,positive,Frustration
1513,the medication is making me feel unhappy and stabbing,negative,Pain and Discomfort
1385,im concerned about the detached lacking and sideeffects impact of the therapy,negative,Additional Negative Terms
49,my health is not weak and disadvantageous,negative,Additional Negative Terms
988,the process was standard and nothing unusual,neutral,Hope for Future
1847,although the treatment is antagonistic i still feel irritated,negative,Additional Negative Terms
554,i do not feel responsive,positive,Additional Positive Terms
497,the medication caused side effects and discomfort,negative,Physical Improvement
517,the cost of treatment has been overwhelming,negative,Trust in Healthcare
33,i felt comfortable and respected during my consultation,positive,Depression and Hopelessness
361,i am dissatisfied with the overall communication,negative,Frustration
